startup_id,technology_id,usage_intensity,implementation_date
startup_33,tech_19,Important,2018-03-18
startup_34,tech_54,Supporting,2020-04-29
startup_34,tech_21,Important,2014-04-15
startup_34,tech_63,Supporting,2020-11-03
startup_34,tech_68,Important,2023-06-03
startup_34,tech_73,Important,2022-08-30
startup_34,tech_24,Supporting,2013-09-23
startup_34,tech_78,Core,2024-12-28
startup_35,tech_1,Core,2023-11-10
startup_35,tech_15,Core,2024-06-23
startup_35,tech_76,Important,2024-10-12
startup_35,tech_44,Supporting,2024-12-24
startup_35,tech_41,Supporting,2024-02-11
startup_36,tech_16,Important,2022-12-29
startup_36,tech_41,Core,2023-07-09
startup_36,tech_25,Important,2018-09-14
startup_36,tech_38,Supporting,2021-02-17
startup_36,tech_67,Core,2021-01-10
startup_37,tech_63,Supporting,2019-12-20
startup_37,tech_66,Supporting,2021-02-08
startup_37,tech_8,Supporting,2023-01-08
startup_37,tech_26,Important,2020-11-14
startup_37,tech_29,Core,2021-05-30
startup_37,tech_6,Important,2017-07-12
startup_37,tech_9,Core,2018-06-07
startup_38,tech_67,Supporting,2022-12-10
startup_38,tech_47,Core,2020-11-04
startup_38,tech_39,Important,2023-08-04
startup_38,tech_62,Core,2019-08-28
startup_38,tech_26,Supporting,2020-10-03
startup_39,tech_59,Important,2025-02-11
startup_39,tech_21,Supporting,2024-10-16
startup_39,tech_9,Core,2025-04-07
startup_40,tech_69,Important,2016-04-03
startup_40,tech_43,Important,2023-11-15
startup_40,tech_58,Core,2022-12-23
startup_40,tech_4,Supporting,2022-09-13
startup_41,tech_43,Supporting,2020-04-18
startup_41,tech_18,Supporting,2023-09-01
startup_41,tech_14,Important,2024-02-19
startup_41,tech_25,Supporting,2023-02-25
startup_41,tech_3,Supporting,2019-12-16
startup_41,tech_40,Core,2023-07-27
startup_41,tech_64,Supporting,2025-03-08
startup_41,tech_8,Supporting,2021-03-20
startup_42,tech_21,Core,2025-02-08
startup_42,tech_17,Core,2018-02-11
startup_42,tech_33,Supporting,2025-01-28
startup_42,tech_10,Core,2014-10-29
startup_43,tech_13,Supporting,2023-12-02
startup_43,tech_34,Important,2024-02-02
startup_43,tech_19,Supporting,2024-03-26
startup_43,tech_27,Supporting,2023-08-29
startup_43,tech_70,Important,2020-09-15
startup_44,tech_34,Core,2025-03-10
startup_44,tech_12,Supporting,2025-03-28
startup_44,tech_35,Important,2024-09-09
startup_44,tech_43,Important,2024-09-10
startup_44,tech_39,Core,2025-03-08
startup_44,tech_30,Important,2025-02-06
startup_44,tech_40,Important,2024-06-09
startup_45,tech_40,Supporting,2021-06-06
startup_45,tech_20,Important,2021-01-16
startup_45,tech_56,Supporting,2025-01-29
startup_45,tech_12,Supporting,2021-05-18
startup_45,tech_69,Supporting,2021-01-04
startup_46,tech_66,Supporting,2022-02-24
startup_46,tech_26,Supporting,2025-04-11
startup_46,tech_55,Supporting,2022-06-18
startup_46,tech_54,Supporting,2021-03-04
startup_47,tech_26,Supporting,2016-12-28
startup_47,tech_23,Core,2017-04-24
startup_47,tech_15,Important,2014-10-22
startup_47,tech_28,Core,2022-12-30
startup_47,tech_8,Important,2015-02-20
startup_48,tech_65,Important,2015-04-05
startup_48,tech_59,Important,2023-08-28
startup_48,tech_38,Important,2021-04-06
startup_48,tech_54,Important,2022-08-01
startup_48,tech_46,Supporting,2017-11-28
startup_48,tech_9,Important,2017-02-18
startup_48,tech_15,Supporting,2020-06-28
startup_48,tech_67,Core,2020-06-25
startup_49,tech_7,Supporting,2016-10-02
startup_49,tech_8,Core,2011-08-20
startup_49,tech_24,Important,2015-12-21
startup_49,tech_72,Supporting,2015-08-07
startup_49,tech_62,Core,2019-11-19
startup_49,tech_1,Core,2011-08-08
startup_49,tech_37,Supporting,2023-01-13
startup_50,tech_78,Core,2021-11-20
startup_50,tech_73,Important,2024-01-23
startup_50,tech_35,Important,2022-07-02
startup_50,tech_16,Important,2023-01-30
startup_50,tech_54,Core,2025-05-19
startup_50,tech_26,Core,2022-11-22
startup_50,tech_65,Core,2023-07-22
startup_51,tech_47,Important,2025-01-08
startup_51,tech_53,Supporting,2012-09-16
startup_51,tech_44,Important,2021-06-11
startup_51,tech_36,Important,2023-10-18
startup_51,tech_24,Important,2015-10-23
startup_51,tech_78,Supporting,2015-05-12
startup_51,tech_21,Important,2022-01-18
startup_52,tech_52,Important,2023-06-09
startup_52,tech_44,Supporting,2025-02-22
startup_52,tech_12,Supporting,2022-05-24
startup_52,tech_49,Supporting,2023-04-08
startup_52,tech_20,Core,2023-05-13
startup_52,tech_16,Important,2022-10-06
startup_52,tech_42,Core,2024-01-13
startup_53,tech_6,Important,2023-06-24
startup_53,tech_2,Supporting,2017-04-12
startup_53,tech_64,Important,2017-05-05
startup_53,tech_9,Supporting,2019-09-20
startup_53,tech_8,Core,2024-04-22
startup_53,tech_20,Core,2018-08-20
startup_53,tech_44,Supporting,2020-11-13
startup_54,tech_23,Important,2025-02-20
startup_54,tech_36,Supporting,2025-04-02
startup_54,tech_2,Important,2023-09-17
startup_54,tech_53,Supporting,2023-09-16
startup_54,tech_79,Important,2022-09-23
startup_54,tech_24,Supporting,2023-04-30
startup_54,tech_13,Important,2024-09-23
startup_54,tech_49,Supporting,2023-04-17
startup_55,tech_71,Core,2025-05-18
startup_55,tech_48,Supporting,2025-06-05
startup_55,tech_18,Supporting,2025-05-15
startup_56,tech_53,Core,2021-06-19
startup_56,tech_22,Core,2019-11-06
startup_56,tech_58,Important,2024-08-21
startup_57,tech_57,Core,2018-10-27
startup_57,tech_79,Core,2024-03-30
startup_57,tech_42,Important,2020-04-01
startup_57,tech_59,Core,2018-02-12
startup_58,tech_19,Important,2025-03-22
startup_58,tech_51,Important,2023-08-25
startup_58,tech_40,Core,2023-10-18
startup_59,tech_34,Important,2024-01-18
startup_59,tech_9,Core,2017-07-28
startup_59,tech_23,Important,2023-12-18
startup_59,tech_28,Supporting,2021-04-18
startup_59,tech_58,Supporting,2021-12-07
startup_60,tech_5,Core,2023-06-11
startup_60,tech_16,Supporting,2023-04-19
startup_60,tech_60,Core,2019-08-18
startup_60,tech_78,Core,2021-10-25
startup_60,tech_71,Supporting,2023-06-05
startup_60,tech_77,Core,2022-11-08
startup_60,tech_19,Important,2019-05-26
startup_60,tech_8,Important,2021-10-08
startup_61,tech_23,Important,2017-02-12
startup_61,tech_39,Supporting,2022-11-25
startup_61,tech_33,Supporting,2013-02-02
startup_61,tech_19,Core,2018-12-08
startup_61,tech_58,Important,2014-12-31
startup_62,tech_38,Supporting,2025-04-14
startup_62,tech_15,Important,2019-09-15
startup_62,tech_11,Core,2024-10-14
startup_62,tech_63,Supporting,2024-07-01
startup_62,tech_35,Important,2021-06-23
startup_62,tech_74,Important,2019-06-04
startup_62,tech_59,Important,2022-03-09
startup_63,tech_39,Supporting,2025-05-01
startup_63,tech_1,Core,2017-03-14
startup_63,tech_58,Important,2014-02-27
startup_64,tech_17,Core,2024-12-23
startup_64,tech_28,Supporting,2020-08-01
startup_64,tech_56,Important,2020-05-04
startup_64,tech_19,Important,2019-10-12
startup_64,tech_77,Core,2023-08-22
startup_64,tech_76,Important,2024-04-30
startup_64,tech_59,Supporting,2025-05-30
startup_64,tech_79,Important,2020-01-23
startup_65,tech_72,Supporting,2023-09-15
startup_65,tech_65,Supporting,2020-11-13
startup_65,tech_62,Supporting,2021-08-13
startup_65,tech_67,Core,2022-10-29
startup_66,tech_23,Important,2025-05-26
startup_66,tech_79,Supporting,2025-05-25
startup_66,tech_32,Important,2025-05-26
startup_66,tech_39,Important,2025-05-23
startup_66,tech_35,Core,2025-06-05
startup_66,tech_62,Supporting,2025-05-21
startup_67,tech_46,Supporting,2023-08-26
startup_67,tech_6,Core,2024-07-10
startup_67,tech_0,Important,2023-07-27
startup_67,tech_73,Supporting,2023-03-29
startup_67,tech_71,Supporting,2023-03-14
startup_68,tech_58,Supporting,2024-04-06
startup_68,tech_31,Important,2024-07-22
startup_68,tech_9,Supporting,2024-02-05
startup_68,tech_24,Core,2025-03-17
startup_69,tech_0,Supporting,2021-03-26
startup_69,tech_59,Core,2023-03-29
startup_69,tech_23,Supporting,2020-05-27
startup_69,tech_10,Core,2025-02-18
startup_70,tech_29,Important,2022-07-25
startup_70,tech_50,Important,2015-07-02
startup_70,tech_22,Supporting,2022-04-21
startup_70,tech_10,Core,2021-06-22
startup_70,tech_67,Supporting,2022-11-02
startup_70,tech_23,Supporting,2014-07-16
startup_70,tech_27,Supporting,2024-02-19
startup_71,tech_61,Supporting,2025-01-03
startup_71,tech_18,Supporting,2024-07-28
startup_71,tech_13,Important,2023-12-24
startup_71,tech_21,Core,2025-03-08
startup_71,tech_36,Important,2024-01-23
startup_71,tech_76,Core,2024-04-04
startup_72,tech_34,Important,2017-06-17
startup_72,tech_5,Supporting,2023-06-06
startup_72,tech_26,Core,2016-09-07
startup_72,tech_61,Important,2019-05-13
startup_72,tech_40,Core,2020-11-27
startup_72,tech_10,Supporting,2019-10-04
startup_72,tech_19,Core,2020-04-18
startup_73,tech_4,Important,2018-03-30
startup_73,tech_39,Core,2021-06-22
startup_73,tech_43,Supporting,2014-10-09
startup_73,tech_78,Supporting,2017-03-30
startup_73,tech_38,Important,2025-05-04
startup_73,tech_17,Supporting,2023-03-29
startup_73,tech_9,Supporting,2017-06-20
startup_74,tech_16,Important,2019-04-09
startup_74,tech_44,Important,2023-11-28
startup_74,tech_29,Core,2018-12-11
startup_74,tech_73,Important,2023-07-13
startup_74,tech_45,Supporting,2018-05-07
startup_74,tech_66,Important,2022-01-07
startup_74,tech_71,Important,2025-04-09
startup_75,tech_28,Important,2022-02-08
startup_75,tech_72,Core,2021-02-06
startup_75,tech_11,Important,2024-01-16
startup_75,tech_29,Important,2019-11-21
startup_76,tech_52,Supporting,2014-09-19
startup_76,tech_3,Supporting,2015-06-18
startup_76,tech_55,Core,2015-01-30
startup_76,tech_38,Core,2011-11-02
startup_76,tech_19,Important,2021-11-19
startup_77,tech_20,Important,2018-03-17
startup_77,tech_25,Supporting,2023-11-23
startup_77,tech_23,Important,2018-08-19
startup_77,tech_47,Supporting,2013-10-17
startup_78,tech_18,Supporting,2022-07-17
startup_78,tech_9,Supporting,2016-09-23
startup_78,tech_5,Supporting,2015-04-13
startup_79,tech_32,Supporting,2024-10-20
startup_79,tech_26,Supporting,2024-12-04
startup_79,tech_67,Core,2024-07-31
startup_79,tech_65,Important,2024-09-04
startup_79,tech_34,Important,2024-06-12
startup_80,tech_53,Core,2020-10-08
startup_80,tech_71,Core,2018-11-12
startup_80,tech_69,Supporting,2022-03-07
startup_80,tech_79,Important,2023-09-12
startup_81,tech_75,Supporting,2024-04-16
startup_81,tech_6,Important,2023-11-01
startup_81,tech_14,Supporting,2023-02-17
startup_81,tech_44,Supporting,2024-09-26
startup_81,tech_7,Core,2024-12-08
startup_81,tech_72,Supporting,2024-03-12
startup_81,tech_64,Supporting,2023-08-26
startup_81,tech_77,Important,2025-02-10
startup_82,tech_30,Important,2015-01-02
startup_82,tech_20,Core,2020-05-06
startup_82,tech_49,Supporting,2021-02-03
startup_82,tech_53,Core,2021-09-25
startup_82,tech_12,Core,2022-09-02
startup_83,tech_13,Important,2022-04-02
startup_83,tech_56,Supporting,2024-03-28
startup_83,tech_55,Core,2020-08-28
startup_83,tech_34,Supporting,2021-12-08
startup_84,tech_51,Core,2018-07-12
startup_84,tech_65,Important,2018-01-22
startup_84,tech_30,Core,2024-02-25
startup_84,tech_60,Important,2020-04-20
startup_84,tech_77,Core,2015-03-28
startup_84,tech_75,Core,2021-05-13
startup_84,tech_54,Important,2024-10-06
startup_84,tech_3,Supporting,2020-10-01
startup_85,tech_39,Supporting,2023-08-12
startup_85,tech_24,Core,2023-12-17
startup_85,tech_59,Supporting,2024-05-27
startup_86,tech_47,Supporting,2024-06-27
startup_86,tech_51,Supporting,2024-12-29
startup_86,tech_15,Supporting,2024-11-23
startup_86,tech_56,Supporting,2024-11-14
startup_86,tech_18,Supporting,2025-06-04
startup_87,tech_48,Supporting,2021-11-05
startup_87,tech_61,Important,2024-04-16
startup_87,tech_10,Core,2016-07-11
startup_87,tech_59,Core,2015-12-03
startup_87,tech_36,Supporting,2020-04-21
startup_87,tech_23,Supporting,2023-02-04
startup_87,tech_15,Core,2012-12-08
startup_88,tech_57,Important,2024-12-31
startup_88,tech_54,Core,2025-04-21
startup_88,tech_29,Supporting,2025-01-11
startup_88,tech_79,Supporting,2025-05-11
startup_88,tech_62,Core,2025-05-11
startup_89,tech_40,Core,2015-03-15
startup_89,tech_5,Important,2025-01-10
startup_89,tech_50,Important,2017-01-31
startup_89,tech_11,Core,2014-08-23
startup_90,tech_61,Core,2023-12-23
startup_90,tech_68,Supporting,2024-05-03
startup_90,tech_49,Supporting,2024-01-15
startup_90,tech_16,Important,2022-09-28
startup_90,tech_20,Supporting,2023-05-14
startup_90,tech_13,Important,2024-10-22
startup_90,tech_9,Core,2023-12-27
startup_90,tech_69,Supporting,2025-03-13
startup_91,tech_51,Important,2025-05-24
startup_91,tech_65,Core,2025-06-04
startup_91,tech_8,Supporting,2025-05-24
startup_91,tech_23,Important,2025-05-29
startup_91,tech_0,Core,2025-05-24
startup_91,tech_67,Core,2025-05-31
startup_91,tech_25,Core,2025-05-24
startup_92,tech_0,Supporting,2019-05-19
startup_92,tech_27,Core,2020-07-07
startup_92,tech_54,Core,2019-03-20
startup_92,tech_73,Core,2020-05-26
startup_92,tech_1,Core,2020-04-01
startup_92,tech_55,Core,2025-04-06
startup_93,tech_77,Supporting,2019-06-13
startup_93,tech_25,Supporting,2019-11-24
startup_93,tech_52,Important,2016-09-03
startup_93,tech_39,Supporting,2014-09-25
startup_93,tech_2,Core,2014-05-17
startup_93,tech_57,Important,2014-11-11
startup_93,tech_53,Important,2015-01-30
startup_94,tech_69,Important,2025-05-17
startup_94,tech_26,Important,2021-09-13
startup_94,tech_68,Core,2018-12-31
startup_94,tech_56,Supporting,2024-02-06
startup_94,tech_60,Core,2020-08-17
startup_94,tech_21,Supporting,2024-04-02
startup_94,tech_52,Supporting,2025-02-12
startup_94,tech_46,Supporting,2022-04-19
startup_95,tech_26,Supporting,2025-02-20
startup_95,tech_50,Core,2025-02-22
startup_95,tech_14,Supporting,2024-05-10
startup_95,tech_59,Important,2025-05-08
startup_96,tech_0,Important,2017-02-10
startup_96,tech_39,Important,2016-12-03
startup_96,tech_31,Core,2017-05-11
startup_96,tech_45,Important,2024-12-26
startup_96,tech_67,Important,2016-03-09
startup_96,tech_9,Important,2018-12-19
startup_97,tech_67,Core,2024-07-15
startup_97,tech_10,Core,2022-07-19
startup_97,tech_19,Supporting,2021-07-04
startup_97,tech_18,Core,2019-12-08
startup_97,tech_65,Core,2021-04-28
startup_97,tech_41,Supporting,2020-10-16
startup_97,tech_59,Core,2021-01-20
startup_97,tech_53,Important,2020-10-26
startup_98,tech_8,Important,2025-01-20
startup_98,tech_29,Supporting,2024-10-01
startup_98,tech_60,Important,2024-11-21
startup_98,tech_42,Supporting,2025-01-01
startup_99,tech_79,Supporting,2019-09-17
startup_99,tech_28,Core,2019-03-11
startup_99,tech_18,Important,2024-01-11
startup_100,tech_13,Core,2025-04-15
startup_100,tech_44,Supporting,2023-12-11
startup_100,tech_79,Important,2024-04-06
startup_100,tech_22,Supporting,2022-08-27
startup_100,tech_20,Core,2024-07-13
startup_101,tech_64,Important,2023-06-01
startup_101,tech_53,Core,2023-06-16
startup_101,tech_0,Core,2024-04-09
startup_101,tech_67,Supporting,2025-03-19
startup_101,tech_16,Supporting,2019-03-19
startup_101,tech_28,Supporting,2021-06-10
startup_101,tech_34,Important,2020-01-27
startup_101,tech_6,Important,2020-12-05
startup_102,tech_62,Important,2019-01-27
startup_102,tech_19,Important,2014-10-29
startup_102,tech_25,Supporting,2013-09-15
startup_102,tech_1,Important,2024-05-31
startup_102,tech_71,Core,2021-03-13
startup_102,tech_30,Important,2013-05-10
startup_103,tech_65,Core,2024-09-07
startup_103,tech_49,Supporting,2024-10-28
startup_103,tech_25,Important,2022-02-18
startup_104,tech_61,Important,2024-04-03
startup_104,tech_29,Supporting,2015-08-17
startup_104,tech_30,Important,2016-10-26
startup_104,tech_35,Important,2020-07-18
startup_104,tech_68,Supporting,2015-02-08
startup_104,tech_20,Core,2018-02-25
startup_104,tech_6,Supporting,2014-07-31
startup_105,tech_3,Core,2023-08-23
startup_105,tech_16,Core,2025-04-22
startup_105,tech_10,Important,2025-01-12
startup_105,tech_31,Core,2022-06-17
startup_105,tech_58,Core,2021-10-02
startup_105,tech_51,Important,2021-09-29
startup_106,tech_56,Core,2023-05-25
startup_106,tech_59,Supporting,2025-02-11
startup_106,tech_68,Supporting,2024-03-17
startup_106,tech_14,Important,2024-10-03
startup_107,tech_59,Important,2022-01-03
startup_107,tech_0,Core,2022-10-04
startup_107,tech_3,Important,2020-01-24
startup_107,tech_67,Supporting,2021-04-01
startup_107,tech_37,Supporting,2022-03-10
startup_107,tech_61,Supporting,2022-04-21
startup_107,tech_63,Supporting,2021-01-05
startup_108,tech_68,Supporting,2023-12-01
startup_108,tech_31,Important,2024-03-16
startup_108,tech_48,Core,2025-06-04
startup_109,tech_32,Important,2022-03-28
startup_109,tech_28,Supporting,2021-09-27
startup_109,tech_35,Important,2022-01-05
startup_110,tech_37,Core,2021-05-02
startup_110,tech_31,Supporting,2018-12-19
startup_110,tech_6,Core,2018-11-02
startup_110,tech_22,Supporting,2024-03-09
startup_111,tech_56,Important,2020-04-28
startup_111,tech_17,Core,2017-04-03
startup_111,tech_72,Supporting,2017-07-08
startup_111,tech_69,Core,2024-07-05
startup_111,tech_25,Core,2017-09-29
startup_111,tech_71,Core,2014-07-31
startup_112,tech_75,Important,2025-03-27
startup_112,tech_65,Important,2025-02-15
startup_112,tech_35,Important,2024-07-31
startup_112,tech_29,Core,2024-11-22
startup_112,tech_5,Important,2024-09-27
startup_112,tech_26,Supporting,2024-11-04
startup_112,tech_12,Supporting,2024-10-11
startup_113,tech_42,Important,2025-05-29
startup_113,tech_57,Supporting,2021-02-13
startup_113,tech_12,Important,2020-05-09
startup_113,tech_63,Core,2015-05-27
startup_114,tech_43,Important,2021-04-28
startup_114,tech_28,Important,2024-05-29
startup_114,tech_7,Supporting,2023-03-20
startup_114,tech_11,Core,2023-01-15
startup_115,tech_62,Important,2019-09-04
startup_115,tech_65,Important,2015-10-24
startup_115,tech_76,Important,2021-11-15
startup_115,tech_9,Important,2019-05-23
startup_115,tech_60,Supporting,2019-09-14
startup_115,tech_8,Important,2022-08-17
startup_115,tech_70,Core,2024-12-24
startup_116,tech_31,Important,2025-03-17
startup_116,tech_71,Supporting,2025-05-01
startup_116,tech_26,Core,2025-06-02
startup_116,tech_79,Supporting,2025-05-29
startup_117,tech_75,Core,2025-02-05
startup_117,tech_22,Core,2025-03-19
startup_117,tech_10,Supporting,2025-03-25
startup_117,tech_69,Core,2025-04-25
startup_117,tech_39,Supporting,2024-11-07
startup_117,tech_48,Supporting,2024-03-30
startup_117,tech_74,Important,2025-02-27
startup_117,tech_5,Supporting,2025-03-06
startup_118,tech_42,Important,2016-05-27
startup_118,tech_46,Core,2019-07-10
startup_118,tech_24,Supporting,2017-10-07
startup_118,tech_37,Supporting,2020-05-26
startup_118,tech_6,Core,2015-09-02
startup_118,tech_72,Core,2019-02-17
startup_118,tech_27,Supporting,2015-05-22
startup_118,tech_11,Supporting,2015-05-19
startup_119,tech_15,Core,2023-06-26
startup_119,tech_48,Supporting,2020-07-31
startup_119,tech_40,Core,2025-03-28
startup_119,tech_63,Core,2015-05-14
startup_119,tech_70,Supporting,2022-01-21
startup_120,tech_25,Core,2022-02-20
startup_120,tech_54,Important,2025-01-25
startup_120,tech_23,Supporting,2024-06-12
startup_120,tech_9,Core,2020-06-30
startup_120,tech_35,Important,2020-11-08
startup_120,tech_48,Important,2023-10-06
startup_121,tech_35,Important,2023-07-29
startup_121,tech_16,Supporting,2012-09-16
startup_121,tech_48,Core,2019-10-20
startup_122,tech_74,Important,2025-05-10
startup_122,tech_38,Important,2025-03-11
startup_122,tech_67,Supporting,2025-05-01
startup_122,tech_18,Core,2025-06-05
startup_123,tech_36,Supporting,2024-01-12
startup_123,tech_3,Supporting,2022-05-22
