founder_id,startup_id,role,equity_percentage,is_active
founder_938,startup_37,CPO,9.30176931710934,True
founder_1079,startup_38,CEO,17.535453006768662,True
founder_1810,startup_38,Founder,4.526273094018139,True
founder_1409,startup_38,COO,11.168551597471074,True
founder_496,startup_39,CEO,36.5178030838745,True
founder_1325,startup_39,CPO,3.9895615444993364,True
founder_281,startup_40,CEO,22.51683429418896,True
founder_1486,startup_40,CPO,10.781546209303597,True
founder_1399,startup_40,CTO,9.271253686845728,True
founder_113,startup_41,CEO,24.821447536011636,True
founder_1208,startup_41,CTO,5.4912289193064865,True
founder_401,startup_42,CEO,20.00163344802949,True
founder_1237,startup_43,CEO,27.057214313286423,True
founder_652,startup_43,Founder,12.724024154329275,True
founder_833,startup_43,CTO,3.626440010730484,True
founder_931,startup_44,CEO,35.69286133685379,False
founder_1023,startup_44,Founder,11.478100944380943,True
founder_89,startup_44,COO,19.564256672286465,True
founder_759,startup_44,COO,7.230857554647786,True
founder_385,startup_45,CEO,35.74265035319825,False
founder_430,startup_46,CEO,14.493001490916907,True
founder_512,startup_46,COO,6.981354363004836,True
founder_769,startup_47,CEO,13.668154356127337,True
founder_78,startup_47,CPO,7.987273249580349,True
founder_904,startup_47,Founder,15.99783672079937,True
founder_1686,startup_47,CPO,8.057917687184048,True
founder_1089,startup_48,CEO,16.3064844379536,True
founder_1527,startup_49,CEO,37.77828576606478,True
founder_28,startup_50,CEO,7.647042237085101,True
founder_623,startup_51,CEO,10.569367125909451,True
founder_1336,startup_52,CEO,26.368131031754217,True
founder_1159,startup_52,Founder,17.111823383799813,True
founder_1307,startup_53,CEO,36.702341308954345,False
founder_96,startup_53,CPO,1.4849706365951678,True
founder_1780,startup_53,Founder,7.553544304034462,True
founder_698,startup_53,CPO,18.984069105597726,True
founder_800,startup_54,CEO,11.274953535504219,True
founder_752,startup_54,COO,6.857353149861071,False
founder_1013,startup_54,Founder,3.431992680706095,True
founder_324,startup_55,CEO,16.397572017997483,True
founder_1931,startup_55,CPO,10.630500830426646,True
founder_1937,startup_55,COO,11.416057103253717,True
founder_1074,startup_55,CPO,15.189775103431344,True
founder_228,startup_56,CEO,7.032014742768279,True
founder_608,startup_56,CPO,1.3904704238214411,True
founder_743,startup_56,Founder,2.5156779230468334,True
founder_1753,startup_57,CEO,27.81151384782881,True
founder_1866,startup_58,CEO,30.810187104664944,True
founder_1449,startup_58,CPO,4.545238128713811,True
founder_412,startup_58,COO,7.966964458717964,True
founder_266,startup_59,CEO,6.821445401567098,True
founder_1847,startup_60,CEO,38.265653477094574,True
founder_1293,startup_61,CEO,19.465020617859746,True
founder_849,startup_61,CPO,14.030698714667224,True
founder_285,startup_62,CEO,28.741607497979256,True
founder_791,startup_63,CEO,18.196790021409992,True
founder_700,startup_64,CEO,39.893087817276324,True
founder_1215,startup_65,CEO,39.955682506818505,True
founder_423,startup_66,CEO,38.65922390038035,True
founder_171,startup_66,COO,7.416242908056552,True
founder_1167,startup_66,Founder,12.25349305835174,True
founder_179,startup_67,CEO,10.23282210056931,True
founder_1914,startup_68,CEO,31.18855879539986,False
founder_874,startup_68,CPO,19.252294283664746,False
founder_771,startup_69,CEO,33.375374901867374,True
founder_282,startup_70,CEO,24.03472685321381,True
founder_1423,startup_70,COO,7.0981960240275574,True
founder_239,startup_71,CEO,38.4575197307064,True
founder_442,startup_71,COO,12.916676127071634,True
founder_814,startup_72,CEO,14.709941741323828,True
founder_218,startup_73,CEO,22.774355678290625,True
founder_804,startup_74,CEO,33.02395077768945,True
founder_1494,startup_74,CTO,9.851927881339956,True
founder_1941,startup_75,CEO,35.20799301208851,True
founder_1520,startup_75,Founder,1.7832427424328046,True
founder_123,startup_75,Founder,17.627357834485366,True
founder_457,startup_76,CEO,38.98714935678645,True
founder_1382,startup_77,CEO,15.836781757434519,True
founder_1128,startup_77,CPO,8.338040795494496,True
founder_845,startup_78,CEO,36.91534687000103,True
founder_1735,startup_78,Founder,3.609903926816033,True
founder_1671,startup_79,CEO,30.636231788589125,True
founder_1852,startup_80,CEO,14.692026289472885,True
founder_18,startup_80,CTO,5.2021809993791575,True
founder_46,startup_80,CTO,12.829066645155809,False
founder_1596,startup_81,CEO,8.85094993192357,True
founder_1316,startup_81,CTO,3.127249070121309,True
founder_1342,startup_81,CPO,12.364586788858386,True
founder_1042,startup_82,CEO,12.902823357130107,True
founder_1143,startup_82,CPO,3.383200695744078,True
founder_1624,startup_83,CEO,7.506047623904469,True
founder_1924,startup_83,COO,6.182178790542417,True
founder_1365,startup_83,Founder,1.9436237126868563,True
founder_541,startup_84,CEO,25.398234892029343,True
founder_1509,startup_84,Founder,11.55830475117745,True
founder_434,startup_84,COO,5.507153972135418,True
founder_376,startup_84,CPO,2.441347839765746,True
founder_524,startup_85,CEO,23.85085715240832,True
founder_735,startup_85,CTO,2.7959520359324435,True
founder_97,startup_86,CEO,14.649882686328393,True
founder_1954,startup_87,CEO,16.628387914673908,True
founder_130,startup_88,CEO,20.16785139714658,True
founder_1445,startup_88,COO,19.577697855449074,True
founder_697,startup_89,CEO,29.601723805506904,True
founder_37,startup_90,CEO,34.727548496548984,True
founder_618,startup_91,CEO,23.34509251021698,True
founder_798,startup_91,CPO,18.705882648681726,True
founder_386,startup_91,Founder,10.857598683617516,True
founder_936,startup_92,CEO,20.62710547670169,True
founder_719,startup_92,CPO,13.104270539214,True
founder_741,startup_93,CEO,39.417985650304665,False
founder_482,startup_93,CTO,2.6113346160400006,True
founder_632,startup_94,CEO,32.08498473854982,False
founder_540,startup_94,CTO,5.317738344204228,True
founder_819,startup_95,CEO,33.136224527727194,True
founder_1765,startup_95,CTO,7.109472817784308,False
founder_363,startup_96,CEO,32.27281970600902,True
founder_1544,startup_96,COO,7.974301310575957,True
founder_1037,startup_96,Founder,11.97524075817445,True
founder_555,startup_97,CEO,11.216415244130804,True
founder_659,startup_98,CEO,17.60465701781019,True
founder_1210,startup_99,CEO,15.240398468157288,True
founder_471,startup_99,CPO,6.331652794270326,True
founder_245,startup_100,CEO,39.332756802035135,True
founder_1694,startup_101,CEO,10.169464856850203,True
founder_666,startup_101,CTO,13.247549875096883,True
founder_1688,startup_101,CPO,1.494202204642097,True
founder_745,startup_102,CEO,26.346106354969102,True
founder_563,startup_103,CEO,6.182607434486014,True
founder_449,startup_104,CEO,36.05673296314579,True
founder_915,startup_104,COO,12.094573670960544,True
founder_620,startup_105,CEO,19.480443817695658,True
founder_671,startup_105,COO,6.639237917211769,True
founder_766,startup_106,CEO,23.394150270225534,True
founder_456,startup_106,CTO,14.312680227129565,True
founder_190,startup_107,CEO,29.57209740778424,True
founder_1724,startup_107,Founder,17.706791652327937,True
founder_355,startup_108,CEO,21.28544899482839,True
founder_1201,startup_108,Founder,11.925881083944166,True
founder_1707,startup_109,CEO,26.958830034295076,False
founder_794,startup_110,CEO,28.400767445291557,True
founder_1424,startup_110,COO,9.451251213065456,True
founder_647,startup_111,CEO,19.43897631022491,True
founder_12,startup_112,CEO,29.29625879344139,True
founder_387,startup_113,CEO,20.919194772636896,True
founder_236,startup_113,COO,14.32919812452747,True
founder_292,startup_114,CEO,5.63804285768951,True
founder_1320,startup_114,Founder,11.319338202951283,False
founder_1806,startup_114,Founder,3.42249373576944,True
founder_1436,startup_115,CEO,11.141983597152329,False
founder_696,startup_115,Founder,16.816663576343615,True
founder_932,startup_116,CEO,16.464773951918403,True
founder_897,startup_116,CPO,9.1417023034029,True
founder_970,startup_116,CTO,4.077385446458964,True
founder_817,startup_117,CEO,16.334810624146932,True
founder_1980,startup_117,CTO,14.558919946795603,False
founder_80,startup_117,CPO,17.26818444822964,True
founder_1323,startup_118,CEO,11.79532058072132,True
founder_203,startup_118,CTO,9.727639412772762,True
founder_1356,startup_118,Founder,12.75813681618002,False
founder_1763,startup_118,CTO,8.64379220121493,False
founder_22,startup_119,CEO,13.220438965089096,True
founder_378,startup_119,CPO,16.355600835153037,True
founder_1904,startup_120,CEO,36.98747352302291,True
founder_604,startup_121,CEO,26.915881464071532,True
founder_1,startup_122,CEO,16.126156695629803,True
founder_498,startup_122,CTO,9.708377334465123,True
founder_821,startup_122,CTO,4.589412423017462,True
founder_380,startup_123,CEO,10.480447359492032,True
founder_1417,startup_124,CEO,8.35380436040186,True
founder_909,startup_124,CTO,19.129656092229734,False
founder_1226,startup_125,CEO,34.001788624129574,True
founder_1832,startup_125,CPO,18.73985421446524,True
founder_1025,startup_125,COO,10.698387173076096,True
founder_927,startup_126,CEO,27.698306101898197,False
founder_1895,startup_126,CPO,2.47965903452187,False
founder_1605,startup_127,CEO,24.92030844622537,True
founder_1989,startup_128,CEO,32.76230963671778,True
founder_1185,startup_128,CPO,11.86250245249318,True
founder_1010,startup_129,CEO,31.409005811847077,True
founder_726,startup_129,COO,17.075636859719694,True
founder_1439,startup_130,CEO,20.929723059942916,True
founder_399,startup_130,COO,14.355766547991994,True
founder_116,startup_131,CEO,24.10848981599014,True
founder_1003,startup_131,COO,17.802259742922313,True
founder_940,startup_132,CEO,32.314278408403,True
founder_1897,startup_132,Founder,9.235664474442961,True
founder_1298,startup_132,Founder,17.35883525927417,False
founder_526,startup_133,CEO,16.564020246737133,False
founder_1415,startup_133,COO,19.80490258948185,True
founder_1581,startup_133,CPO,2.747761480288105,True
founder_1690,startup_134,CEO,10.010186817901268,True
founder_1664,startup_134,CTO,7.234742849049635,True
founder_200,startup_134,CPO,7.540340582976383,True
founder_436,startup_134,COO,5.939811265094383,True
founder_1305,startup_135,CEO,17.38609425981834,False
founder_1920,startup_136,CEO,26.10536716051173,True
founder_262,startup_137,CEO,31.316089803399983,True
founder_397,startup_137,CTO,15.129500843645008,True
founder_26,startup_137,COO,12.390736227932564,True
founder_593,startup_138,CEO,9.384423407448352,True
founder_707,startup_139,CEO,8.99211347171504,True
founder_1344,startup_140,CEO,37.860527766660965,True
founder_533,startup_140,CTO,16.439531902578977,True
founder_1428,startup_141,CEO,38.060746896167444,True
founder_1476,startup_141,COO,11.814975455412599,True
founder_583,startup_141,Founder,4.956086516291965,True
founder_699,startup_142,CEO,13.87157688835007,True
founder_1874,startup_143,CEO,38.14810969189122,True
founder_57,startup_144,CEO,13.680957829051298,True
founder_763,startup_144,CPO,19.778146272468806,True
founder_918,startup_145,CEO,11.661627101608747,True
founder_877,startup_146,CEO,22.710963542449274,True
founder_1053,startup_146,Founder,18.899727620275694,True
founder_1858,startup_146,CPO,1.6230504297584647,True
founder_326,startup_147,CEO,9.831905290858534,True
founder_1738,startup_147,CPO,8.025819996993985,True
founder_546,startup_147,Founder,17.30463359441134,True
founder_751,startup_148,CEO,35.65731761117978,True
founder_259,startup_148,Founder,8.029803045110151,True
founder_460,startup_148,CPO,11.048654169553219,True
founder_998,startup_149,CEO,23.40422979119322,False
founder_219,startup_149,COO,16.78319732449134,True
founder_1979,startup_150,CEO,6.695035510937643,True
founder_1659,startup_150,Founder,1.1858677932731818,True
founder_1077,startup_150,COO,19.5706905834983,True
founder_1940,startup_151,CEO,5.220259877372183,True
founder_230,startup_151,Founder,2.535455781885703,True
founder_141,startup_151,Founder,7.173009020823031,True
founder_345,startup_151,CPO,10.33915923855968,True
founder_1661,startup_152,CEO,25.24815687361186,True
founder_1129,startup_153,CEO,33.05804981817869,True
founder_1429,startup_153,Founder,19.390119450660183,True
founder_68,startup_154,CEO,17.01888890430964,True
founder_1911,startup_154,CPO,6.133255202111917,True
founder_280,startup_155,CEO,8.25579859073687,True
founder_953,startup_155,CPO,9.351692694184752,True
founder_1716,startup_155,CPO,5.753223822775861,True
founder_866,startup_156,CEO,20.618355767124402,False
founder_1610,startup_156,COO,3.1976795376372777,True
founder_226,startup_156,CTO,4.975380845702196,True
founder_196,startup_157,CEO,22.571153359114078,False
founder_965,startup_157,CTO,1.1950181131027957,True
founder_1127,startup_157,Founder,3.0026543315781633,True
founder_873,startup_158,CEO,19.757575661005802,True
founder_494,startup_158,COO,18.93755926806526,True
founder_1447,startup_159,CEO,8.623587774832052,False
founder_1773,startup_159,COO,19.46168418077301,True
founder_1842,startup_160,CEO,7.823945728989314,False
founder_1110,startup_160,Founder,14.675648934736547,True
founder_1796,startup_160,CTO,9.934280182734216,True
founder_708,startup_160,Founder,3.7401894791178667,True
founder_1925,startup_161,CEO,38.02336450178657,True
founder_395,startup_161,CTO,13.121486166332843,True
founder_1851,startup_161,COO,13.67573982348918,True
founder_413,startup_162,CEO,12.466154528348337,False
founder_737,startup_163,CEO,5.072217139595069,True
founder_414,startup_163,COO,8.22093687281027,True
founder_1951,startup_163,Founder,19.105383778334538,False
founder_1197,startup_164,CEO,27.330180586503502,True
founder_433,startup_165,CEO,15.250877878055771,True
founder_781,startup_165,CTO,18.754958465057683,True
founder_109,startup_165,Founder,16.684826755992443,True
founder_249,startup_166,CEO,30.494284757469813,False
founder_930,startup_166,COO,1.45539845811981,True
founder_1204,startup_166,CPO,18.099368179445545,True
founder_920,startup_167,CEO,36.795816906380935,True
founder_1057,startup_167,COO,5.574136361881724,True
founder_1258,startup_167,CTO,6.855532557283837,True
founder_843,startup_168,CEO,35.7730455406582,True
founder_1232,startup_168,COO,7.665846706873274,True
founder_924,startup_168,COO,14.344805621618764,True
founder_811,startup_168,CPO,16.262391956475863,True
founder_383,startup_169,CEO,17.63341399616229,True
founder_1969,startup_169,CPO,14.509800790941645,True
founder_1098,startup_169,CTO,17.70192507716387,True
founder_864,startup_170,CEO,31.680984798903534,True
founder_284,startup_170,CPO,5.488385980319228,True
founder_1572,startup_171,CEO,7.452318035906394,True
founder_1291,startup_171,COO,12.081729858300458,True
founder_269,startup_172,CEO,21.536194750073612,True
founder_786,startup_172,CPO,2.731280126386404,True
founder_872,startup_172,CPO,2.7629428293663194,True
founder_1959,startup_172,Founder,9.641847042079242,True
founder_937,startup_173,CEO,36.85051456733961,True
founder_1234,startup_173,CTO,6.809130306228647,True
founder_683,startup_173,CTO,5.819692104536459,True
founder_1601,startup_174,CEO,14.484942749012781,True
founder_1173,startup_175,CEO,10.35334095388398,True
founder_1046,startup_175,COO,8.40532592342724,True
founder_168,startup_176,CEO,34.253484799692814,True
founder_1845,startup_176,COO,5.012461557538812,True
founder_907,startup_176,CPO,18.297491526022952,True
founder_474,startup_177,CEO,17.872025021734675,True
founder_1471,startup_177,CPO,5.121828265150778,True
founder_636,startup_177,Founder,11.112934671188555,True
founder_1158,startup_177,CPO,6.009485779969585,True
founder_852,startup_178,CEO,33.259870593660075,True
founder_479,startup_179,CEO,26.686181931576574,True
founder_146,startup_180,CEO,39.04148350551428,True
founder_1475,startup_181,CEO,30.935775802448926,True
founder_1646,startup_181,CPO,10.633045735807649,True
founder_1091,startup_181,CPO,8.623714373400723,True
founder_212,startup_181,COO,17.374685008927706,True
founder_1280,startup_182,CEO,10.485535613164163,True
founder_298,startup_182,COO,17.447710613498717,True
founder_875,startup_183,CEO,18.161703615759983,True
founder_1616,startup_183,Founder,13.95896215487825,False
founder_799,startup_184,CEO,5.291717933002602,True
founder_100,startup_185,CEO,27.862564538424163,True
founder_1150,startup_186,CEO,38.83074537042527,True
founder_55,startup_186,Founder,1.7448459444450166,True
founder_1294,startup_187,CEO,36.00253747389089,True
founder_973,startup_187,COO,13.882600719683685,True
founder_357,startup_187,CPO,2.6312923763673686,True
founder_1358,startup_188,CEO,38.25804115794256,True
founder_1926,startup_189,CEO,27.947679023515114,False
founder_1312,startup_189,CPO,11.894935315352747,True
founder_755,startup_190,CEO,37.526771956374525,True
founder_465,startup_190,COO,7.345529287241874,True
founder_369,startup_190,COO,17.333352832678695,True
founder_682,startup_190,CTO,17.255206945220156,False
founder_1600,startup_191,CEO,15.334927770914655,True
founder_964,startup_192,CEO,32.11179118072525,True
founder_1580,startup_192,CTO,12.152461256908477,True
founder_437,startup_192,COO,19.219904536489576,True
founder_952,startup_193,CEO,38.74319404006597,True
founder_462,startup_194,CEO,7.62312323271899,True
founder_1929,startup_194,CPO,10.721387909452696,True
founder_1710,startup_195,CEO,15.244861022872612,True
founder_550,startup_195,COO,9.305253096917687,True
founder_117,startup_196,CEO,14.667340773943232,True
founder_1945,startup_196,COO,14.884228225651766,False
founder_1747,startup_196,CPO,17.985088394039455,True
founder_309,startup_197,CEO,36.093173292193,True
founder_1069,startup_197,Founder,11.665176366712968,False
founder_1419,startup_197,Founder,4.100025283424408,False
founder_1750,startup_198,CEO,38.10996177948276,True
founder_278,startup_198,Founder,13.59172183929833,True
founder_1876,startup_198,CPO,1.5564684368465365,True
founder_275,startup_199,CEO,7.80693764976253,True
founder_213,startup_200,CEO,21.086731168791943,True
founder_1082,startup_200,CPO,7.725994049298433,True
founder_1571,startup_201,CEO,28.866626112880425,False
founder_1567,startup_201,CTO,10.332460671660469,True
founder_1771,startup_201,COO,10.335899674727381,True
founder_1404,startup_202,CEO,8.101257841756063,True
founder_657,startup_202,COO,15.29279181960592,False
founder_1012,startup_203,CEO,36.53328865591279,True
founder_595,startup_204,CEO,34.506558719578834,False
founder_1578,startup_205,CEO,5.864291109808277,True
founder_1745,startup_205,CPO,4.225168588514741,True
founder_1619,startup_205,Founder,17.640800375720264,True
founder_1798,startup_206,CEO,7.7175490204592885,True
founder_356,startup_206,CTO,12.160034967794841,True
founder_803,startup_206,COO,14.90738658087367,True
founder_299,startup_207,CEO,8.70450047599015,True
founder_815,startup_207,COO,6.754220210158187,False
founder_1839,startup_207,CPO,2.801049095019377,True
founder_1907,startup_208,CEO,17.352207592666876,True
founder_366,startup_208,CTO,5.209694230235617,False
founder_1808,startup_208,COO,6.175301717600089,True
founder_1939,startup_208,CPO,2.7525697556929356,True
founder_1355,startup_209,CEO,18.27090338105988,True
founder_56,startup_210,CEO,8.368108084850405,True
founder_476,startup_210,CTO,16.494064366511893,True
founder_470,startup_211,CEO,35.72528666856792,True
founder_723,startup_211,Founder,17.60897912901402,False
founder_934,startup_212,CEO,5.6600607473371625,True
founder_14,startup_213,CEO,14.754857283201355,False
founder_1791,startup_213,CTO,13.826388651910232,True
founder_848,startup_214,CEO,18.60840399746821,True
founder_1080,startup_214,Founder,12.019321395956442,True
founder_906,startup_215,CEO,5.813541038945233,True
founder_1599,startup_215,CPO,4.387047878940258,True
founder_79,startup_216,CEO,6.541791203082231,True
founder_521,startup_216,CTO,13.43080041382986,True
founder_253,startup_216,Founder,9.03225166532902,True
founder_1559,startup_216,COO,4.91384875104347,False
founder_1666,startup_217,CEO,33.99618510108296,True
founder_935,startup_217,Founder,8.470034966409534,True
founder_734,startup_217,CPO,18.186422213777867,False
founder_1425,startup_217,COO,1.053636646605194,True
founder_1680,startup_218,CEO,15.230103485037665,True
founder_1369,startup_218,COO,9.103909620035724,True
founder_398,startup_219,CEO,39.0442700723034,True
founder_1400,startup_220,CEO,8.463957656707002,True
founder_579,startup_221,CEO,11.439116008238337,True
founder_531,startup_221,CPO,12.521655660704853,False
founder_942,startup_222,CEO,13.351154233107552,True
founder_1063,startup_223,CEO,11.392102740024704,True
founder_1001,startup_223,CTO,10.953618249825588,True
founder_352,startup_223,CTO,16.46061651090791,True
founder_291,startup_224,CEO,39.679599352848115,True
founder_144,startup_224,CTO,12.484215682655124,True
founder_1770,startup_224,Founder,14.714171450501636,True
founder_392,startup_224,COO,1.337645657982016,True
founder_499,startup_225,CEO,11.051809908445843,False
founder_792,startup_226,CEO,10.139606852942538,True
founder_1536,startup_227,CEO,24.515777007603948,True
founder_822,startup_228,CEO,6.256079300243997,False
founder_1663,startup_228,COO,15.451052196369995,True
founder_1153,startup_229,CEO,27.169121904566307,False
founder_828,startup_230,CEO,19.120444863986123,False
founder_1374,startup_230,Founder,14.323295302201707,False
founder_1510,startup_230,CTO,12.97338745359869,True
founder_1560,startup_231,CEO,18.843316433391248,True
founder_147,startup_231,Founder,11.518605760158577,True
founder_1999,startup_232,CEO,24.11882643898048,True
founder_859,startup_232,CPO,13.636519481305937,True
founder_1267,startup_233,CEO,15.385217872763947,True
founder_1299,startup_233,CTO,16.585918832068735,True
founder_900,startup_234,CEO,30.018271196600207,True
founder_1557,startup_234,Founder,9.07192890457885,False
founder_1777,startup_235,CEO,22.126192348711413,True
founder_454,startup_236,CEO,16.854122702489,False
founder_205,startup_236,Founder,16.339397845118377,True
founder_1717,startup_236,CPO,6.688551626865392,False
founder_1615,startup_237,CEO,5.291920057636624,True
founder_1691,startup_237,CPO,18.66455714663896,True
founder_1778,startup_237,CTO,6.146991832566278,True
founder_1935,startup_237,COO,11.997065029431202,True
founder_95,startup_238,CEO,7.9127800147353575,True
founder_535,startup_238,CTO,2.3167566311187158,True
founder_1314,startup_239,CEO,36.665510132655754,True
founder_1726,startup_239,CTO,9.296140729957136,True
founder_816,startup_239,Founder,15.372368103067968,True
founder_856,startup_240,CEO,34.13367806042267,True
founder_1579,startup_240,CTO,1.437137884212424,True
founder_453,startup_240,CPO,16.40376111439802,True
founder_1974,startup_240,CTO,16.886467346813184,False
founder_288,startup_241,CEO,34.74242515887201,True
founder_1626,startup_242,CEO,26.349262307254513,True
founder_1392,startup_242,CPO,4.083521151724344,True
founder_576,startup_243,CEO,26.072827344882057,True
founder_350,startup_243,CPO,7.633790147570043,True
founder_1769,startup_244,CEO,31.947021286628164,True
founder_267,startup_244,CPO,11.500393848205142,True
founder_427,startup_245,CEO,34.44273341607237,True
founder_1566,startup_245,CPO,9.205967582731168,True
founder_336,startup_245,CPO,16.1509100609487,True
founder_1123,startup_246,CEO,30.45167838317103,True
founder_329,startup_247,CEO,20.140716575248938,True
founder_511,startup_248,CEO,12.566137915000393,True
founder_633,startup_248,COO,10.285562715796113,True
founder_1017,startup_249,CEO,29.618947236142354,True
founder_1410,startup_249,COO,2.5275262039311834,True
founder_1556,startup_250,CEO,15.811028326305912,True
founder_1565,startup_250,Founder,18.645010233819487,True
founder_1794,startup_251,CEO,35.669059835686525,True
founder_639,startup_251,CTO,7.4894190475628015,True
founder_1048,startup_251,Founder,4.574006069389995,True
founder_1393,startup_252,CEO,18.14761219253998,True
founder_49,startup_253,CEO,5.973233815115394,True
founder_112,startup_254,CEO,33.20480607521711,False
founder_1617,startup_254,CTO,19.758597505436185,True
founder_1846,startup_254,CPO,1.1588602273726718,True
founder_265,startup_255,CEO,34.5324389575847,True
founder_183,startup_256,CEO,13.630010662478776,True
founder_1822,startup_256,Founder,3.968288459539741,True
founder_1730,startup_257,CEO,35.81224758836247,True
founder_1570,startup_258,CEO,26.925125788503696,True
founder_1211,startup_258,COO,16.653688394825025,True
founder_1194,startup_258,CPO,13.453355486738431,False
founder_1402,startup_259,CEO,9.388258898212534,True
founder_1196,startup_260,CEO,8.62728501316762,True
founder_410,startup_260,CPO,7.123280881483445,True
founder_1233,startup_261,CEO,24.596645866502662,True
founder_393,startup_261,Founder,4.879189177339816,True
founder_1163,startup_262,CEO,8.460436229088712,True
founder_402,startup_262,CPO,5.499989922575758,True
founder_1133,startup_263,CEO,23.45848406708254,True
founder_592,startup_263,COO,10.3600983733867,True
founder_1583,startup_263,Founder,14.171012867262299,True
founder_615,startup_264,CEO,18.53715697717363,False
founder_1390,startup_265,CEO,32.768673299831576,True
founder_1104,startup_265,COO,10.178883038730916,True
founder_478,startup_266,CEO,25.66033769253745,True
founder_1523,startup_266,CTO,16.31195418188799,True
founder_1543,startup_266,CTO,2.7049478654687236,True
founder_584,startup_267,CEO,22.11875132135428,True
founder_346,startup_267,CTO,11.028635432116612,True
founder_1848,startup_268,CEO,33.19490630997075,True
founder_1388,startup_268,Founder,19.626991117759633,True
founder_1814,startup_268,CPO,10.173602912576158,True
founder_1829,startup_269,CEO,33.10746135702946,True
founder_1728,startup_269,Founder,1.5413423054249233,True
founder_495,startup_269,COO,19.283650318999825,True
founder_166,startup_270,CEO,20.482453084604515,True
